tax_id	species	genus	family	order	class	phylum	clade	superkingdom	subspecies	species subgroup	species group
1639	Listeria monocytogenes	Listeria	Listeriaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria
2678528	Listeria sp. LM90SB2	Listeria	Listeriaceae	Bacillales	Bacilli	Bacillota	Terrabacteria group	Bacteria
